,0,1,2,3,4,5,6,7,8,9
293,"('0.00 < parC4 <= 1.00', 0.32705071174723804, 293, 0)","('parC3 <= 0.00', -0.3128430961329024, 293, 0)","('0.00 < parC2 <= 1.00', 0.3021307877412806, 293, 0)","('befC4 <= 0.00', 0.1563609405689336, 293, 0)","('PrevFail > 0.00', -0.14925658699591154, 293, 0)","('befC2 <= 0.00', 0.13607413757028056, 293, 0)","('befC3 <= 0.00', 0.13194666675478314, 293, 0)","('PrevDO <= 0.00', -0.1247247551377518, 293, 0)","('befFC5 <= 0.00', -0.1193812253800507, 293, 0)","('befDOC5 <= 0.00', -0.11403796660226181, 293, 0)"
294,"('0.00 < parC4 <= 1.00', 0.34081362631099504, 294, 0)","('0.00 < parC3 <= 1.00', 0.3054541125732806, 294, 0)","('0.00 < parC2 <= 1.00', 0.30267481224878134, 294, 0)","('befC4 <= 0.00', 0.16083265394449928, 294, 0)","('befC2 <= 0.00', 0.1420144431216645, 294, 0)","('befFC6 <= 0.00', -0.1245716036666224, 294, 0)","('PrevFail <= 0.00', 0.12397146208884655, 294, 0)","('PrevDO <= 0.00', -0.12160073064255957, 294, 0)","('befDOC5 <= 0.00', -0.12139612409694774, 294, 0)","('befDOC6 <= 0.00', -0.11475026954641915, 294, 0)"
295,"('0.00 < parC4 <= 1.00', 0.3315092016682547, 295, 0)","('parC3 <= 0.00', -0.31097482693875644, 295, 0)","('0.00 < parC2 <= 1.00', 0.2964096993965351, 295, 0)","('befC4 <= 0.00', 0.1570709785699687, 295, 0)","('befC2 <= 0.00', 0.14628309545098442, 295, 0)","('befFC6 <= 0.00', -0.13495011610585916, 295, 0)","('PrevDO <= 0.00', -0.13021697497158813, 295, 0)","('PrevFail <= 0.00', 0.12512165454244106, 295, 0)","('befC3 > 0.00', -0.12330722366258966, 295, 0)","('befDOC5 <= 0.00', -0.11793239123097328, 295, 0)"
296,"('0.00 < parC4 <= 1.00', 0.3469449543680209, 296, 0)","('parC2 <= 0.00', -0.3087419580652059, 296, 0)","('0.00 < parC3 <= 1.00', 0.2838937102220702, 296, 0)","('befC4 <= 0.00', 0.16188797536798313, 296, 0)","('PrevFail <= 0.00', 0.14817712163275626, 296, 0)","('befC2 <= 0.00', 0.1443726439480035, 296, 0)","('PrevDO > 0.00', 0.14150598342743648, 296, 0)","('befDOC6 <= 0.00', -0.11431660142537128, 296, 0)","('befFC5 <= 0.00', -0.10942932123063591, 296, 0)","('befC3 <= 0.00', 0.10814486206713728, 296, 0)"
297,"('0.00 < parC4 <= 1.00', 0.3470908943451868, 297, 0)","('parC3 <= 0.00', -0.3134118893008204, 297, 0)","('0.00 < parC2 <= 1.00', 0.2995812891349048, 297, 0)","('befC4 <= 0.00', 0.17114251657126855, 297, 0)","('befC2 <= 0.00', 0.1277139293109885, 297, 0)","('PrevFail <= 0.00', 0.1146918027839832, 297, 0)","('befFC5 > 0.00', 0.11233205814943233, 297, 0)","('PrevDO <= 0.00', -0.10790400515974563, 297, 0)","('befC3 <= 0.00', 0.10384995622591488, 297, 0)","('befDOC5 <= 0.00', -0.1030646481982203, 297, 0)"
298,"('0.00 < parC4 <= 1.00', 0.35585713242542927, 298, 1)","('0.00 < parC3 <= 1.00', 0.3100342946337471, 298, 1)","('0.00 < parC2 <= 1.00', 0.3057203812927269, 298, 1)","('befC4 <= 0.00', 0.16638701117782703, 298, 1)","('befC2 <= 0.00', 0.1452317242271966, 298, 1)","('befDOC6 <= 0.00', -0.13400595904794513, 298, 1)","('PrevFail <= 0.00', 0.12460200903031597, 298, 1)","('PrevDO <= 0.00', -0.12340317019802902, 298, 1)","('befFC6 <= 0.00', -0.11222427325193879, 298, 1)","('befC3 <= 0.00', 0.09592892811511461, 298, 1)"
299,"('0.00 < parC4 <= 1.00', 0.3522517974879312, 299, 1)","('0.00 < parC2 <= 1.00', 0.3099968302240771, 299, 1)","('0.00 < parC3 <= 1.00', 0.3022588257855358, 299, 1)","('befC4 <= 0.00', 0.16509391357996417, 299, 1)","('PrevFail <= 0.00', 0.14915767786471862, 299, 1)","('befC2 <= 0.00', 0.13103786688252378, 299, 1)","('befFC6 <= 0.00', -0.11604402185915327, 299, 1)","('befDOC5 <= 0.00', -0.1132853675969223, 299, 1)","('PrevDO <= 0.00', -0.11018854597636239, 299, 1)","('befC3 <= 0.00', 0.10742933837468402, 299, 1)"
300,"('parC4 <= 0.00', -0.3514940689468974, 300, 0)","('parC3 <= 0.00', -0.2973181017416038, 300, 0)","('0.00 < parC2 <= 1.00', 0.2883755350197877, 300, 0)","('befC4 <= 0.00', 0.17398413984017225, 300, 0)","('befC2 <= 0.00', 0.1454910398721247, 300, 0)","('befFC5 <= 0.00', -0.12885285190874649, 300, 0)","('befDOC6 <= 0.00', -0.1259841427704542, 300, 0)","('befDOC5 <= 0.00', -0.11802647751198053, 300, 0)","('PrevFail <= 0.00', 0.11428281316348539, 300, 0)","('PrevDO <= 0.00', -0.10651449411064201, 300, 0)"
301,"('0.00 < parC4 <= 1.00', 0.34717122549395657, 301, 1)","('0.00 < parC2 <= 1.00', 0.3063875935673941, 301, 1)","('0.00 < parC3 <= 1.00', 0.3014769068844724, 301, 1)","('befC4 <= 0.00', 0.1848089721113532, 301, 1)","('PrevFail <= 0.00', 0.14875027330241541, 301, 1)","('befC2 <= 0.00', 0.1431086670625421, 301, 1)","('befFC6 <= 0.00', -0.13656891944890434, 301, 1)","('PrevDO <= 0.00', -0.11179497662723828, 301, 1)","('befFC5 <= 0.00', -0.11155329404154432, 301, 1)","('befC3 <= 0.00', 0.10962605148307035, 301, 1)"
302,"('0.00 < parC4 <= 1.00', 0.34264653945772083, 302, 0)","('parC2 <= 0.00', -0.3155637584270748, 302, 0)","('0.00 < parC3 <= 1.00', 0.29418065766671847, 302, 0)","('befC4 <= 0.00', 0.1608443364742052, 302, 0)","('PrevFail <= 0.00', 0.13769877773319503, 302, 0)","('PrevDO <= 0.00', -0.13149898406469848, 302, 0)","('befDOC5 <= 0.00', -0.12468003138565469, 302, 0)","('befC2 > 0.00', -0.11694303482733097, 302, 0)","('befDOC6 <= 0.00', -0.11228311382498474, 302, 0)","('befC3 <= 0.00', 0.11055937293773933, 302, 0)"
303,"('0.00 < parC4 <= 1.00', 0.34237997245675866, 303, 1)","('0.00 < parC3 <= 1.00', 0.3119333269762142, 303, 1)","('0.00 < parC2 <= 1.00', 0.2986822629587161, 303, 1)","('befC4 <= 0.00', 0.15228671709582808, 303, 1)","('befC3 <= 0.00', 0.1414124591465837, 303, 1)","('befC2 <= 0.00', 0.1344054763092663, 303, 1)","('PrevFail <= 0.00', 0.1342628947139892, 303, 1)","('befFC5 <= 0.00', -0.1305958080955954, 303, 1)","('PrevDO <= 0.00', -0.12397218461430805, 303, 1)","('befDOC6 > 0.00', 0.11070139927203985, 303, 1)"
304,"('parC4 <= 0.00', -0.3414804756836444, 304, 0)","('parC3 <= 0.00', -0.2978587387630466, 304, 0)","('0.00 < parC2 <= 1.00', 0.28236114330324447, 304, 0)","('befC2 <= 0.00', 0.14981887627907137, 304, 0)","('befC4 > 0.00', -0.12390600772639031, 304, 0)","('befFC6 <= 0.00', -0.1206976458326536, 304, 0)","('PrevDO <= 0.00', -0.11931909238815762, 304, 0)","('befDOC5 <= 0.00', -0.11486177020904602, 304, 0)","('PrevFail <= 0.00', 0.11151314219829901, 304, 0)","('befFC5 <= 0.00', -0.10782587589054275, 304, 0)"
305,"('0.00 < parC4 <= 1.00', 0.34975276890171697, 305, 0)","('parC2 <= 0.00', -0.3161699578521659, 305, 0)","('0.00 < parC3 <= 1.00', 0.3025554840490546, 305, 0)","('befC4 <= 0.00', 0.15044131833639665, 305, 0)","('befC2 <= 0.00', 0.13645002884421184, 305, 0)","('PrevFail <= 0.00', 0.12568051783444448, 305, 0)","('befFC5 <= 0.00', -0.11398992655813976, 305, 0)","('befC3 <= 0.00', 0.1091465067268053, 305, 0)","('befDOC5 > 0.00', 0.10739226924693165, 305, 0)","('PrevDO <= 0.00', -0.10560868131105747, 305, 0)"
306,"('0.00 < parC4 <= 1.00', 0.34094069333321825, 306, 1)","('0.00 < parC2 <= 1.00', 0.31084413663250143, 306, 1)","('0.00 < parC3 <= 1.00', 0.2940068807401625, 306, 1)","('befC4 <= 0.00', 0.15659265451058976, 306, 1)","('PrevFail > 0.00', -0.13890048687506862, 306, 1)","('PrevDO <= 0.00', -0.13474539128177287, 306, 1)","('befC2 <= 0.00', 0.13222828600890013, 306, 1)","('befDOC6 <= 0.00', -0.11444190857115716, 306, 1)","('befC3 <= 0.00', 0.11180812273844755, 306, 1)","('befDOC5 > 0.00', 0.11030471838658173, 306, 1)"
307,"('parC4 <= 0.00', -0.34566829967184975, 307, 0)","('parC2 <= 0.00', -0.2997242214863797, 307, 0)","('0.00 < parC3 <= 1.00', 0.2973389125591942, 307, 0)","('befC4 > 0.00', -0.14886664375384784, 307, 0)","('PrevDO <= 0.00', -0.14276816143894755, 307, 0)","('befC2 <= 0.00', 0.13283860883606805, 307, 0)","('befFC6 <= 0.00', -0.1259884032650758, 307, 0)","('PrevFail <= 0.00', 0.12392575767175242, 307, 0)","('befFC5 <= 0.00', -0.11394002605147353, 307, 0)","('befDOC6 <= 0.00', -0.1042252440010088, 307, 0)"
308,"('parC4 <= 0.00', -0.31866819646283867, 308, 0)","('parC3 <= 0.00', -0.30094717999168036, 308, 0)","('0.00 < parC2 <= 1.00', 0.28925056226607176, 308, 0)","('befC4 > 0.00', -0.1613658753535867, 308, 0)","('PrevFail > 0.00', -0.1261247521399613, 308, 0)","('befDOC5 <= 0.00', -0.12460410142622738, 308, 0)","('PrevDO <= 0.00', -0.1233237806059958, 308, 0)","('befFC5 > 0.00', 0.12222881925826626, 308, 0)","('befC3 > 0.00', -0.1211963743068277, 308, 0)","('befC2 <= 0.00', 0.11949855166740835, 308, 0)"
309,"('0.00 < parC4 <= 1.00', 0.34705364650548487, 309, 1)","('0.00 < parC3 <= 1.00', 0.3247352264854592, 309, 1)","('0.00 < parC2 <= 1.00', 0.29530194664573983, 309, 1)","('befC2 <= 0.00', 0.14173360367547425, 309, 1)","('befC4 <= 0.00', 0.14099997611969345, 309, 1)","('PrevDO <= 0.00', -0.13831338703747273, 309, 1)","('PrevFail <= 0.00', 0.137538602219782, 309, 1)","('befFC5 <= 0.00', -0.12416643186969716, 309, 1)","('befDOC6 > 0.00', 0.11804086133807654, 309, 1)","('befDOC5 <= 0.00', -0.1042668610422595, 309, 1)"
310,"('0.00 < parC4 <= 1.00', 0.3452488820673447, 310, 1)","('0.00 < parC3 <= 1.00', 0.3322166381218888, 310, 1)","('0.00 < parC2 <= 1.00', 0.2981453265682581, 310, 1)","('befC4 <= 0.00', 0.16890690195024335, 310, 1)","('PrevFail > 0.00', -0.13948839673011135, 310, 1)","('befC2 <= 0.00', 0.1296940281283483, 310, 1)","('PrevDO > 0.00', 0.1258723307527867, 310, 1)","('befDOC5 <= 0.00', -0.11454328867446845, 310, 1)","('befFC5 <= 0.00', -0.11412446883277257, 310, 1)","('befC3 <= 0.00', 0.1085685253198623, 310, 1)"
311,"('0.00 < parC4 <= 1.00', 0.328273722032505, 311, 0)","('0.00 < parC3 <= 1.00', 0.2995990426799008, 311, 0)","('0.00 < parC2 <= 1.00', 0.29702922347430666, 311, 0)","('befC4 <= 0.00', 0.17942072296042844, 311, 0)","('PrevDO <= 0.00', -0.13252188792104272, 311, 0)","('befC2 <= 0.00', 0.13089807989471663, 311, 0)","('befFC5 <= 0.00', -0.11929488773070744, 311, 0)","('PrevFail <= 0.00', 0.11868000354925869, 311, 0)","('befDOC5 <= 0.00', -0.11840717931431118, 311, 0)","('befDOC6 <= 0.00', -0.11732342068955287, 311, 0)"
312,"('0.00 < parC4 <= 1.00', 0.35099597694291407, 312, 1)","('0.00 < parC3 <= 1.00', 0.30649792531594205, 312, 1)","('0.00 < parC2 <= 1.00', 0.2844019244367961, 312, 1)","('befC2 <= 0.00', 0.18012610883494348, 312, 1)","('befC4 <= 0.00', 0.1739336775726643, 312, 1)","('PrevDO <= 0.00', -0.14712979403169485, 312, 1)","('PrevFail > 0.00', -0.14538063237632678, 312, 1)","('befFC5 > 0.00', 0.13309822285464884, 312, 1)","('befDOC5 > 0.00', 0.13040649173936242, 312, 1)","('befFC6 > 0.00', 0.12047790367318645, 312, 1)"
313,"('0.00 < parC4 <= 1.00', 0.3520793487307563, 313, 1)","('0.00 < parC3 <= 1.00', 0.31234970481542196, 313, 1)","('0.00 < parC2 <= 1.00', 0.3046030003851432, 313, 1)","('befC4 <= 0.00', 0.1560597915274313, 313, 1)","('befC2 <= 0.00', 0.15577856309494273, 313, 1)","('PrevFail <= 0.00', 0.1303101681265876, 313, 1)","('PrevDO <= 0.00', -0.12239621162099643, 313, 1)","('befFC6 <= 0.00', -0.1191212990992249, 313, 1)","('befFC5 <= 0.00', -0.11458968759003221, 313, 1)","('befDOC5 <= 0.00', -0.10944685818130531, 313, 1)"
314,"('parC4 <= 0.00', -0.3530182479185473, 314, 0)","('0.00 < parC3 <= 1.00', 0.3173904049183692, 314, 0)","('0.00 < parC2 <= 1.00', 0.3010051751330692, 314, 0)","('befC4 > 0.00', -0.16666415352330768, 314, 0)","('befC2 <= 0.00', 0.14851906086493688, 314, 0)","('PrevDO <= 0.00', -0.1369589389048372, 314, 0)","('PrevFail <= 0.00', 0.13584255359594963, 314, 0)","('befDOC5 <= 0.00', -0.11940509594248515, 314, 0)","('befFC5 <= 0.00', -0.11738521682606538, 314, 0)","('befFC6 <= 0.00', -0.10403149730847042, 314, 0)"
315,"('0.00 < parC4 <= 1.00', 0.3365542658022702, 315, 0)","('parC3 <= 0.00', -0.3126079758814896, 315, 0)","('parC2 <= 0.00', -0.29589507961579037, 315, 0)","('befC4 <= 0.00', 0.1634410206855323, 315, 0)","('PrevFail <= 0.00', 0.14497599952753942, 315, 0)","('befC2 <= 0.00', 0.13246699414565755, 315, 0)","('PrevDO <= 0.00', -0.12837787048836385, 315, 0)","('befDOC5 <= 0.00', -0.11289187755825213, 315, 0)","('befDOC6 <= 0.00', -0.11092530384069825, 315, 0)","('befFC6 <= 0.00', -0.1068536697907573, 315, 0)"
316,"('0.00 < parC4 <= 1.00', 0.33802974188012513, 316, 1)","('0.00 < parC2 <= 1.00', 0.3106094051595255, 316, 1)","('0.00 < parC3 <= 1.00', 0.29560348322258995, 316, 1)","('befC4 <= 0.00', 0.1642279317555385, 316, 1)","('befC2 <= 0.00', 0.14294807190588002, 316, 1)","('befFC5 <= 0.00', -0.12149916668216793, 316, 1)","('PrevFail <= 0.00', 0.1204050261760344, 316, 1)","('PrevDO <= 0.00', -0.11891333444684833, 316, 1)","('befDOC6 <= 0.00', -0.1121503180536179, 316, 1)","('befFC6 <= 0.00', -0.1049177723209538, 316, 1)"
317,"('parC4 <= 0.00', -0.3302610639108144, 317, 0)","('parC3 <= 0.00', -0.3204785193906954, 317, 0)","('0.00 < parC2 <= 1.00', 0.27392657853018315, 317, 0)","('befC4 <= 0.00', 0.1589131850770847, 317, 0)","('befC2 <= 0.00', 0.1265825018941308, 317, 0)","('befFC5 <= 0.00', -0.12356730051921061, 317, 0)","('PrevFail > 0.00', -0.11905921047212527, 317, 0)","('befDOC5 <= 0.00', -0.11543956646021991, 317, 0)","('befFC6 <= 0.00', -0.11443325458386075, 317, 0)","('befC3 > 0.00', -0.11358404505672086, 317, 0)"
318,"('0.00 < parC4 <= 1.00', 0.33446602751222276, 318, 1)","('0.00 < parC3 <= 1.00', 0.3222302774198493, 318, 1)","('0.00 < parC2 <= 1.00', 0.3103681887107108, 318, 1)","('befC4 <= 0.00', 0.18163408593770863, 318, 1)","('PrevFail <= 0.00', 0.14490839634599137, 318, 1)","('befC2 <= 0.00', 0.13125558643231966, 318, 1)","('befDOC6 <= 0.00', -0.11192596295880539, 318, 1)","('befC3 <= 0.00', 0.10925147046354598, 318, 1)","('befDOC5 <= 0.00', -0.1015803573021577, 318, 1)","('PrevDO <= 0.00', -0.1012548033716058, 318, 1)"
319,"('parC4 <= 0.00', -0.36629139976344643, 319, 0)","('0.00 < parC3 <= 1.00', 0.3060450157228581, 319, 0)","('0.00 < parC2 <= 1.00', 0.2987648855454992, 319, 0)","('befC4 > 0.00', -0.15723372021308912, 319, 0)","('PrevFail <= 0.00', 0.1326042670254338, 319, 0)","('befDOC5 <= 0.00', -0.12519363739421377, 319, 0)","('befC2 <= 0.00', 0.1207440873715952, 319, 0)","('befC3 <= 0.00', 0.11678578894125821, 319, 0)","('befFC5 > 0.00', 0.11312145902247024, 319, 0)","('befDOC6 <= 0.00', -0.10780213318864378, 319, 0)"
320,"('parC4 <= 0.00', -0.3323834081671292, 320, 0)","('parC2 <= 0.00', -0.30683893036849913, 320, 0)","('0.00 < parC3 <= 1.00', 0.29364453245211225, 320, 0)","('befC4 <= 0.00', 0.1535737700659787, 320, 0)","('befC2 > 0.00', -0.13839001270382673, 320, 0)","('PrevFail > 0.00', -0.13403076152512208, 320, 0)","('befC3 <= 0.00', 0.12153709394755745, 320, 0)","('befFC6 > 0.00', 0.11939600637062162, 320, 0)","('PrevDO <= 0.00', -0.11722717311564233, 320, 0)","('befFC5 <= 0.00', -0.10046599343619621, 320, 0)"
321,"('0.00 < parC4 <= 1.00', 0.34349887575811755, 321, 1)","('0.00 < parC2 <= 1.00', 0.3107202775394493, 321, 1)","('0.00 < parC3 <= 1.00', 0.30376419983810804, 321, 1)","('befC2 <= 0.00', 0.16798012463032386, 321, 1)","('PrevFail <= 0.00', 0.13448960851387645, 321, 1)","('befC4 <= 0.00', 0.13286083293922102, 321, 1)","('befFC6 <= 0.00', -0.11701048463766815, 321, 1)","('PrevDO <= 0.00', -0.11401697319962252, 321, 1)","('befDOC5 <= 0.00', -0.11145440925247692, 321, 1)","('befC3 <= 0.00', 0.10731889535674208, 321, 1)"
322,"('parC4 <= 0.00', -0.36432432896235883, 322, 0)","('0.00 < parC2 <= 1.00', 0.3077740923301676, 322, 0)","('0.00 < parC3 <= 1.00', 0.3075708042263577, 322, 0)","('befC4 > 0.00', -0.16692326185634138, 322, 0)","('befC2 <= 0.00', 0.14559974032681253, 322, 0)","('PrevDO <= 0.00', -0.1269446436437238, 322, 0)","('PrevFail <= 0.00', 0.1230344797043707, 322, 0)","('befFC5 <= 0.00', -0.1161427869415479, 322, 0)","('befDOC6 <= 0.00', -0.10894110741371484, 322, 0)","('befFC6 <= 0.00', -0.10504629435168096, 322, 0)"
323,"('0.00 < parC4 <= 1.00', 0.33219833226827933, 323, 0)","('parC3 <= 0.00', -0.3001031233421921, 323, 0)","('parC2 <= 0.00', -0.2780285246777853, 323, 0)","('befC4 <= 0.00', 0.170355781479925, 323, 0)","('befC2 > 0.00', -0.13944021123260814, 323, 0)","('PrevFail <= 0.00', 0.13377184760207939, 323, 0)","('befDOC5 <= 0.00', -0.12463077618384762, 323, 0)","('befFC6 <= 0.00', -0.11689516975974332, 323, 0)","('befC3 > 0.00', -0.1131929411634057, 323, 0)","('befDOC6 <= 0.00', -0.10606528435047866, 323, 0)"
324,"('parC4 <= 0.00', -0.3396511928162832, 324, 0)","('0.00 < parC3 <= 1.00', 0.3108591806896468, 324, 0)","('0.00 < parC2 <= 1.00', 0.3027327436964796, 324, 0)","('befC4 <= 0.00', 0.16184795219790823, 324, 0)","('PrevFail <= 0.00', 0.1395896050339699, 324, 0)","('befC2 <= 0.00', 0.13499653878347925, 324, 0)","('befDOC5 <= 0.00', -0.12462840949446828, 324, 0)","('befFC6 > 0.00', 0.1224720654301102, 324, 0)","('befC3 <= 0.00', 0.12064492145724423, 324, 0)","('befFC5 > 0.00', 0.10487420626923916, 324, 0)"
325,"('parC4 <= 0.00', -0.3517057402380147, 325, 0)","('0.00 < parC3 <= 1.00', 0.30744556207166307, 325, 0)","('0.00 < parC2 <= 1.00', 0.30292008092975575, 325, 0)","('befC2 <= 0.00', 0.13861776696533115, 325, 0)","('befC4 > 0.00', -0.13784316876058242, 325, 0)","('PrevFail > 0.00', -0.12926231283280112, 325, 0)","('befFC5 <= 0.00', -0.12592662419920977, 325, 0)","('PrevDO > 0.00', 0.11873251305816494, 325, 0)","('befFC6 <= 0.00', -0.11820477445485422, 325, 0)","('befDOC6 <= 0.00', -0.10853604455291288, 325, 0)"
326,"('parC4 <= 0.00', -0.33450045888536223, 326, 0)","('parC3 <= 0.00', -0.3117960084035145, 326, 0)","('0.00 < parC2 <= 1.00', 0.2888125234086292, 326, 0)","('befC2 <= 0.00', 0.14505276679303752, 326, 0)","('befC4 > 0.00', -0.1440110616477752, 326, 0)","('PrevFail <= 0.00', 0.12615040015701776, 326, 0)","('PrevDO > 0.00', 0.12386298468691746, 326, 0)","('befDOC5 <= 0.00', -0.12240133476789167, 326, 0)","('befDOC6 <= 0.00', -0.11116265252294084, 326, 0)","('befFC6 <= 0.00', -0.10472788304759953, 326, 0)"
327,"('0.00 < parC4 <= 1.00', 0.3549664122400498, 327, 0)","('0.00 < parC3 <= 1.00', 0.33816523085849237, 327, 0)","('0.00 < parC2 <= 1.00', 0.31758378775698043, 327, 0)","('befC2 <= 0.00', 0.15038283979702405, 327, 0)","('befC4 <= 0.00', 0.14152121338817167, 327, 0)","('befC3 <= 0.00', 0.12013243296580971, 327, 0)","('PrevFail <= 0.00', 0.1196227668509815, 327, 0)","('PrevDO <= 0.00', -0.11771381163739512, 327, 0)","('befDOC6 <= 0.00', -0.11620575113021478, 327, 0)","('befDOC5 <= 0.00', -0.1105750627453746, 327, 0)"
328,"('parC4 <= 0.00', -0.35312478571341, 328, 0)","('0.00 < parC2 <= 1.00', 0.3190840707843567, 328, 0)","('0.00 < parC3 <= 1.00', 0.31128172876209975, 328, 0)","('befC4 <= 0.00', 0.1333386459339207, 328, 0)","('befC2 <= 0.00', 0.1278273959026167, 328, 0)","('PrevFail <= 0.00', 0.12441586410815668, 328, 0)","('befC3 <= 0.00', 0.12110457397729975, 328, 0)","('PrevDO <= 0.00', -0.11819589244871782, 328, 0)","('befFC6 <= 0.00', -0.11702274120585186, 328, 0)","('befFC5 > 0.00', 0.11509763404632922, 328, 0)"
329,"('0.00 < parC4 <= 1.00', 0.34529240607435857, 329, 1)","('0.00 < parC3 <= 1.00', 0.31022030932806666, 329, 1)","('0.00 < parC2 <= 1.00', 0.30884114537301105, 329, 1)","('befC4 <= 0.00', 0.1596547987431216, 329, 1)","('befC2 <= 0.00', 0.14451062409466664, 329, 1)","('PrevFail <= 0.00', 0.13611087401211247, 329, 1)","('PrevDO <= 0.00', -0.13352025331560768, 329, 1)","('befDOC6 > 0.00', 0.11424063734182757, 329, 1)","('befFC6 <= 0.00', -0.11276191330848528, 329, 1)","('befDOC5 <= 0.00', -0.11228432410704804, 329, 1)"
330,"('0.00 < parC4 <= 1.00', 0.3480991073858639, 330, 0)","('0.00 < parC3 <= 1.00', 0.2965905183962202, 330, 0)","('0.00 < parC2 <= 1.00', 0.2916066634248955, 330, 0)","('befC4 <= 0.00', 0.18407960135692655, 330, 0)","('PrevFail > 0.00', -0.14887515752580832, 330, 0)","('befC2 <= 0.00', 0.13859106662678758, 330, 0)","('befC3 <= 0.00', 0.13649454410905074, 330, 0)","('befFC6 <= 0.00', -0.12154979752352846, 330, 0)","('befDOC6 > 0.00', 0.11838534650300023, 330, 0)","('befDOC5 <= 0.00', -0.11715072057449577, 330, 0)"
331,"('0.00 < parC4 <= 1.00', 0.3511121059446376, 331, 1)","('0.00 < parC3 <= 1.00', 0.3143751348190356, 331, 1)","('0.00 < parC2 <= 1.00', 0.31194749885028855, 331, 1)","('befC4 <= 0.00', 0.16649869590024238, 331, 1)","('PrevFail <= 0.00', 0.1418966474332878, 331, 1)","('befFC5 <= 0.00', -0.13168891905508004, 331, 1)","('befDOC5 <= 0.00', -0.12466996564002604, 331, 1)","('PrevDO <= 0.00', -0.12057199249542958, 331, 1)","('befFC6 > 0.00', 0.11788025051158751, 331, 1)","('befC2 <= 0.00', 0.11768596683362452, 331, 1)"
332,"('0.00 < parC4 <= 1.00', 0.3596797292314705, 332, 1)","('0.00 < parC2 <= 1.00', 0.3294057063148255, 332, 1)","('0.00 < parC3 <= 1.00', 0.3174511826185301, 332, 1)","('befC4 <= 0.00', 0.17535437654929215, 332, 1)","('PrevFail <= 0.00', 0.14460518974601735, 332, 1)","('befFC5 <= 0.00', -0.12605624283140784, 332, 1)","('befC2 <= 0.00', 0.12424206031151788, 332, 1)","('befDOC6 <= 0.00', -0.11559846808459903, 332, 1)","('PrevDO > 0.00', 0.11020639154413532, 332, 1)","('befFC6 <= 0.00', -0.10301223871096378, 332, 1)"
333,"('0.00 < parC4 <= 1.00', 0.3329578265079399, 333, 0)","('0.00 < parC3 <= 1.00', 0.30314474742160163, 333, 0)","('parC2 <= 0.00', -0.3006057367597903, 333, 0)","('befC4 <= 0.00', 0.14145157101511754, 333, 0)","('befDOC5 <= 0.00', -0.12730316893617435, 333, 0)","('PrevFail <= 0.00', 0.12712434001922115, 333, 0)","('befC2 > 0.00', -0.12218552290840903, 333, 0)","('befDOC6 <= 0.00', -0.11932949852900664, 333, 0)","('PrevDO > 0.00', 0.11634313646517809, 333, 0)","('befC3 <= 0.00', 0.11021810166324827, 333, 0)"
334,"('parC4 <= 0.00', -0.333748291108575, 334, 0)","('parC3 <= 0.00', -0.2995070797120852, 334, 0)","('0.00 < parC2 <= 1.00', 0.2920784084829533, 334, 0)","('befC4 <= 0.00', 0.16861505785636344, 334, 0)","('befC2 <= 0.00', 0.1441935298974228, 334, 0)","('befDOC5 <= 0.00', -0.13865499552590865, 334, 0)","('PrevFail <= 0.00', 0.12364395286698404, 334, 0)","('PrevDO <= 0.00', -0.11553353788812676, 334, 0)","('befDOC6 <= 0.00', -0.1044394309838736, 334, 0)","('befC3 <= 0.00', 0.1024746458167865, 334, 0)"
335,"('0.00 < parC4 <= 1.00', 0.34606233456572466, 335, 0)","('parC3 <= 0.00', -0.30388918047945457, 335, 0)","('0.00 < parC2 <= 1.00', 0.3014013625717737, 335, 0)","('befC4 <= 0.00', 0.16237067546447786, 335, 0)","('befC2 <= 0.00', 0.15926132140300742, 335, 0)","('PrevDO <= 0.00', -0.13905589222542675, 335, 0)","('befFC5 <= 0.00', -0.13324089479594498, 335, 0)","('PrevFail <= 0.00', 0.1297862029293681, 335, 0)","('befDOC6 > 0.00', 0.12140915064137066, 335, 0)","('befC3 <= 0.00', 0.11579693942886833, 335, 0)"
