,0,1,2,3,4,5,6,7,8,9
771,"('0.00 < parC4 <= 1.00', 0.32759091863629436, 771, 0)","('parC2 <= 0.00', -0.30849961937691683, 771, 0)","('0.00 < parC3 <= 1.00', 0.29080488029029367, 771, 0)","('befC4 <= 0.00', 0.1760625883611744, 771, 0)","('befC2 > 0.00', -0.15366084802122415, 771, 0)","('PrevFail <= 0.00', 0.13607740946715904, 771, 0)","('PrevDO <= 0.00', -0.12848159612479512, 771, 0)","('befC3 <= 0.00', 0.1212197915040576, 771, 0)","('befDOC5 <= 0.00', -0.11083121171099723, 771, 0)","('befFC6 <= 0.00', -0.10802974839784252, 771, 0)"
772,"('0.00 < parC4 <= 1.00', 0.33815187973915956, 772, 0)","('parC3 <= 0.00', -0.301974712403206, 772, 0)","('0.00 < parC2 <= 1.00', 0.29749890135134965, 772, 0)","('befC4 <= 0.00', 0.16689915781044162, 772, 0)","('PrevDO <= 0.00', -0.14927837288596651, 772, 0)","('PrevFail <= 0.00', 0.14477580604748394, 772, 0)","('befC2 <= 0.00', 0.14270982466736215, 772, 0)","('befDOC6 <= 0.00', -0.1284240436231444, 772, 0)","('befC3 <= 0.00', 0.10357046681961654, 772, 0)","('befFC5 > 0.00', 0.10343021231206989, 772, 0)"
773,"('0.00 < parC4 <= 1.00', 0.3176346884541202, 773, 0)","('parC2 <= 0.00', -0.3126391818809967, 773, 0)","('0.00 < parC3 <= 1.00', 0.30353549582851275, 773, 0)","('befC2 > 0.00', -0.1360334025498246, 773, 0)","('befC4 <= 0.00', 0.13572023277868508, 773, 0)","('befDOC6 <= 0.00', -0.1322451457327775, 773, 0)","('PrevDO <= 0.00', -0.12262286464222469, 773, 0)","('PrevFail <= 0.00', 0.12127556565410622, 773, 0)","('befFC6 <= 0.00', -0.11891792631927058, 773, 0)","('befC3 <= 0.00', 0.11314157296076155, 773, 0)"
774,"('0.00 < parC4 <= 1.00', 0.3491837413225928, 774, 1)","('0.00 < parC3 <= 1.00', 0.3091287175854943, 774, 1)","('0.00 < parC2 <= 1.00', 0.295436194483956, 774, 1)","('PrevFail <= 0.00', 0.14616902492705933, 774, 1)","('befC4 <= 0.00', 0.13862359143114078, 774, 1)","('PrevDO > 0.00', 0.13584629149990501, 774, 1)","('befC2 <= 0.00', 0.13149188614765359, 774, 1)","('befDOC5 <= 0.00', -0.13094905483472633, 774, 1)","('befFC6 > 0.00', 0.1308726215337101, 774, 1)","('befC3 <= 0.00', 0.12279928459119462, 774, 1)"
775,"('0.00 < parC4 <= 1.00', 0.35102511959233385, 775, 0)","('0.00 < parC3 <= 1.00', 0.31047450462170106, 775, 0)","('parC2 <= 0.00', -0.29749827163557613, 775, 0)","('befC4 <= 0.00', 0.15773572501168115, 775, 0)","('befDOC5 <= 0.00', -0.1427546452079028, 775, 0)","('PrevDO <= 0.00', -0.14208079004632518, 775, 0)","('PrevFail > 0.00', -0.1222244902437607, 775, 0)","('befFC6 <= 0.00', -0.12130441991502426, 775, 0)","('befC2 > 0.00', -0.11722893816664147, 775, 0)","('befDOC6 <= 0.00', -0.10304287742003719, 775, 0)"
776,"('parC4 <= 0.00', -0.31927931058199355, 776, 0)","('parC3 <= 0.00', -0.2816997564323217, 776, 0)","('parC2 <= 0.00', -0.28072719838436294, 776, 0)","('befC4 > 0.00', -0.15662549521073402, 776, 0)","('PrevFail <= 0.00', 0.1395044164927499, 776, 0)","('befC2 <= 0.00', 0.1354222981564145, 776, 0)","('befDOC5 <= 0.00', -0.13146020955768908, 776, 0)","('PrevDO <= 0.00', -0.12478181595495338, 776, 0)","('befFC5 <= 0.00', -0.11950011415481154, 776, 0)","('befFC6 <= 0.00', -0.11446767061008974, 776, 0)"
777,"('0.00 < parC4 <= 1.00', 0.3482262008953495, 777, 1)","('0.00 < parC3 <= 1.00', 0.3052879058054655, 777, 1)","('0.00 < parC2 <= 1.00', 0.28958244952365675, 777, 1)","('befC4 <= 0.00', 0.14463061523235543, 777, 1)","('befC2 <= 0.00', 0.1373327215386457, 777, 1)","('PrevDO <= 0.00', -0.13241961580396294, 777, 1)","('PrevFail <= 0.00', 0.1306607390978127, 777, 1)","('befFC6 > 0.00', 0.12010404062574372, 777, 1)","('befDOC6 <= 0.00', -0.10970550316889395, 777, 1)","('befC3 <= 0.00', 0.1014699899392014, 777, 1)"
778,"('0.00 < parC4 <= 1.00', 0.3262242304562809, 778, 1)","('0.00 < parC3 <= 1.00', 0.3074993913886755, 778, 1)","('0.00 < parC2 <= 1.00', 0.2923190272423112, 778, 1)","('befC4 <= 0.00', 0.15109497795038768, 778, 1)","('befDOC5 > 0.00', 0.1308068986946125, 778, 1)","('befC2 <= 0.00', 0.128266113463563, 778, 1)","('PrevFail <= 0.00', 0.12250492712482952, 778, 1)","('befFC6 <= 0.00', -0.11963350617418855, 778, 1)","('befDOC6 <= 0.00', -0.1140262410208021, 778, 1)","('PrevDO <= 0.00', -0.10916995998298344, 778, 1)"
779,"('parC4 <= 0.00', -0.33105826879398753, 779, 0)","('parC3 <= 0.00', -0.29442474761831344, 779, 0)","('0.00 < parC2 <= 1.00', 0.2902774413410699, 779, 0)","('befC2 <= 0.00', 0.1474821862444333, 779, 0)","('befC4 <= 0.00', 0.14417382534863632, 779, 0)","('PrevFail > 0.00', -0.14376777694927514, 779, 0)","('befC3 <= 0.00', 0.1273254635845107, 779, 0)","('PrevDO <= 0.00', -0.11849025985114925, 779, 0)","('befDOC6 <= 0.00', -0.10869597868398786, 779, 0)","('befFC5 <= 0.00', -0.10526740235315571, 779, 0)"
780,"('0.00 < parC4 <= 1.00', 0.3388503515543419, 780, 0)","('parC2 <= 0.00', -0.3074710201670414, 780, 0)","('0.00 < parC3 <= 1.00', 0.30304861517767656, 780, 0)","('befC4 <= 0.00', 0.16610344242403025, 780, 0)","('PrevFail <= 0.00', 0.14360361058117288, 780, 0)","('befC2 <= 0.00', 0.1275130981185503, 780, 0)","('befFC6 <= 0.00', -0.11716490228654572, 780, 0)","('PrevDO <= 0.00', -0.11481125148914592, 780, 0)","('befFC5 > 0.00', 0.11422673516876918, 780, 0)","('befC3 <= 0.00', 0.10981558520945141, 780, 0)"
781,"('parC4 <= 0.00', -0.33417826116610183, 781, 0)","('0.00 < parC3 <= 1.00', 0.2928983505693524, 781, 0)","('0.00 < parC2 <= 1.00', 0.2860406276658235, 781, 0)","('befC4 > 0.00', -0.1509921552564281, 781, 0)","('PrevFail <= 0.00', 0.13641398328263557, 781, 0)","('befC2 <= 0.00', 0.1356527362917505, 781, 0)","('befDOC5 <= 0.00', -0.12364326299390921, 781, 0)","('PrevDO <= 0.00', -0.12061173105251997, 781, 0)","('befC3 <= 0.00', 0.11667133456866687, 781, 0)","('befFC5 > 0.00', 0.1134101820064661, 781, 0)"
782,"('parC4 <= 0.00', -0.3393524721048186, 782, 0)","('0.00 < parC3 <= 1.00', 0.30824143642296137, 782, 0)","('0.00 < parC2 <= 1.00', 0.30292264972486466, 782, 0)","('befC2 <= 0.00', 0.15618057779831743, 782, 0)","('befC4 <= 0.00', 0.15137201605453549, 782, 0)","('PrevFail > 0.00', -0.1264078649140771, 782, 0)","('PrevDO <= 0.00', -0.12286914574776645, 782, 0)","('befFC5 <= 0.00', -0.1159039831765618, 782, 0)","('befFC6 > 0.00', 0.11009940860985362, 782, 0)","('befDOC5 > 0.00', 0.10308090536392574, 782, 0)"
783,"('0.00 < parC4 <= 1.00', 0.35806012786258556, 783, 1)","('0.00 < parC2 <= 1.00', 0.3255327893431299, 783, 1)","('0.00 < parC3 <= 1.00', 0.3057030816506135, 783, 1)","('befC4 <= 0.00', 0.14713675929355066, 783, 1)","('befC2 <= 0.00', 0.14233632964937168, 783, 1)","('befC3 <= 0.00', 0.13492444365987666, 783, 1)","('PrevFail <= 0.00', 0.12081376990886122, 783, 1)","('befDOC6 <= 0.00', -0.11027077210411497, 783, 1)","('befDOC5 <= 0.00', -0.10995683209451174, 783, 1)","('befFC6 <= 0.00', -0.09886415921276862, 783, 1)"
784,"('0.00 < parC4 <= 1.00', 0.3381752134112873, 784, 0)","('parC2 <= 0.00', -0.29899651157798396, 784, 0)","('0.00 < parC3 <= 1.00', 0.28932187089532707, 784, 0)","('befC2 <= 0.00', 0.15380623877977012, 784, 0)","('befC4 <= 0.00', 0.1515287887442499, 784, 0)","('befFC6 <= 0.00', -0.12936863510367824, 784, 0)","('PrevFail <= 0.00', 0.11713474978522607, 784, 0)","('befFC5 <= 0.00', -0.11550275350406805, 784, 0)","('befDOC5 <= 0.00', -0.10568835053179355, 784, 0)","('befDOC6 <= 0.00', -0.1031043063406106, 784, 0)"
785,"('parC4 <= 0.00', -0.33180717822049005, 785, 0)","('0.00 < parC3 <= 1.00', 0.293771634023459, 785, 0)","('parC2 <= 0.00', -0.2858667905393062, 785, 0)","('befC4 > 0.00', -0.16300504493109047, 785, 0)","('PrevDO <= 0.00', -0.15003385988197065, 785, 0)","('befFC6 <= 0.00', -0.12779453879426067, 785, 0)","('PrevFail <= 0.00', 0.12716786399128466, 785, 0)","('befC2 > 0.00', -0.12126707144046171, 785, 0)","('befFC5 <= 0.00', -0.11971987341601152, 785, 0)","('befC3 <= 0.00', 0.1120278945859176, 785, 0)"
786,"('0.00 < parC4 <= 1.00', 0.3328127192902241, 786, 0)","('parC3 <= 0.00', -0.3075144847637086, 786, 0)","('0.00 < parC2 <= 1.00', 0.28863734325831897, 786, 0)","('befC2 <= 0.00', 0.15993805210528272, 786, 0)","('befC4 <= 0.00', 0.14284387784832714, 786, 0)","('PrevFail > 0.00', -0.1319949195166135, 786, 0)","('befFC6 <= 0.00', -0.12699068642481792, 786, 0)","('befFC5 <= 0.00', -0.1230424852820658, 786, 0)","('befDOC5 <= 0.00', -0.11691612459941811, 786, 0)","('PrevDO <= 0.00', -0.11181295526785623, 786, 0)"
787,"('0.00 < parC4 <= 1.00', 0.3391192981051396, 787, 0)","('parC2 <= 0.00', -0.3262392102069605, 787, 0)","('0.00 < parC3 <= 1.00', 0.3070884656118994, 787, 0)","('befC4 <= 0.00', 0.16577475114687776, 787, 0)","('PrevFail <= 0.00', 0.13966990955174163, 787, 0)","('befC2 > 0.00', -0.13775650122284308, 787, 0)","('befFC5 <= 0.00', -0.1295880831509693, 787, 0)","('befDOC5 <= 0.00', -0.1154757245472558, 787, 0)","('befFC6 <= 0.00', -0.1144230483695412, 787, 0)","('PrevDO > 0.00', 0.10738657758240143, 787, 0)"
788,"('0.00 < parC4 <= 1.00', 0.3328286959378894, 788, 0)","('0.00 < parC3 <= 1.00', 0.3126218772296137, 788, 0)","('parC2 <= 0.00', -0.29687277301658366, 788, 0)","('befC4 <= 0.00', 0.16738207476106798, 788, 0)","('befC2 <= 0.00', 0.14440972941822003, 788, 0)","('PrevFail <= 0.00', 0.13344488733190835, 788, 0)","('befFC5 <= 0.00', -0.11403879312885114, 788, 0)","('PrevDO <= 0.00', -0.1137661403873228, 788, 0)","('befC3 <= 0.00', 0.11045212091194406, 788, 0)","('befDOC5 <= 0.00', -0.1074036188289413, 788, 0)"
789,"('0.00 < parC4 <= 1.00', 0.34626217549553134, 789, 0)","('parC3 <= 0.00', -0.3247337830584827, 789, 0)","('0.00 < parC2 <= 1.00', 0.3083681290523058, 789, 0)","('befC4 <= 0.00', 0.14330156046485595, 789, 0)","('befC2 <= 0.00', 0.13209058402755366, 789, 0)","('befFC6 <= 0.00', -0.13174664869178596, 789, 0)","('PrevFail <= 0.00', 0.12453815062887356, 789, 0)","('befFC5 <= 0.00', -0.12141585034376307, 789, 0)","('PrevDO <= 0.00', -0.11860502044575888, 789, 0)","('befDOC5 > 0.00', 0.10079889337306923, 789, 0)"
790,"('parC4 <= 0.00', -0.34438940060349865, 790, 0)","('parC2 <= 0.00', -0.2971458301636622, 790, 0)","('0.00 < parC3 <= 1.00', 0.29570675383448647, 790, 0)","('befC4 > 0.00', -0.16852040185342235, 790, 0)","('befC2 <= 0.00', 0.12188143014899094, 790, 0)","('befFC6 <= 0.00', -0.12000934888887435, 790, 0)","('befC3 <= 0.00', 0.11309954004379828, 790, 0)","('befFC5 <= 0.00', -0.10900642825142588, 790, 0)","('PrevDO <= 0.00', -0.10665894149893076, 790, 0)","('PrevFail <= 0.00', 0.10662231267808986, 790, 0)"
791,"('parC4 <= 0.00', -0.3574395100415101, 791, 0)","('parC3 <= 0.00', -0.30606448057136254, 791, 0)","('0.00 < parC2 <= 1.00', 0.30052929041714044, 791, 0)","('befC4 <= 0.00', 0.16687229899376863, 791, 0)","('befC2 <= 0.00', 0.13663235999552933, 791, 0)","('PrevFail <= 0.00', 0.12574296778848812, 791, 0)","('befC3 <= 0.00', 0.11272556190118845, 791, 0)","('PrevDO <= 0.00', -0.11192672187948612, 791, 0)","('befFC6 > 0.00', 0.10842632660317711, 791, 0)","('befDOC5 > 0.00', 0.10553521084615979, 791, 0)"
792,"('parC4 <= 0.00', -0.3313733417893911, 792, 0)","('parC3 <= 0.00', -0.3006165567556469, 792, 0)","('parC2 <= 0.00', -0.27882734877460386, 792, 0)","('befC2 <= 0.00', 0.13190648175907008, 792, 0)","('befC4 > 0.00', -0.12925632945098584, 792, 0)","('PrevDO <= 0.00', -0.1265858811234256, 792, 0)","('befFC5 > 0.00', 0.122388519764373, 792, 0)","('PrevFail <= 0.00', 0.10480494875220119, 792, 0)","('befFC6 <= 0.00', -0.10232021033419822, 792, 0)","('befDOC5 <= 0.00', -0.09512305170101895, 792, 0)"
793,"('0.00 < parC4 <= 1.00', 0.354445497365457, 793, 1)","('0.00 < parC2 <= 1.00', 0.29899214560224413, 793, 1)","('0.00 < parC3 <= 1.00', 0.2987206100162587, 793, 1)","('befC4 <= 0.00', 0.1646156055838676, 793, 1)","('PrevFail > 0.00', -0.1477597691986678, 793, 1)","('befC2 <= 0.00', 0.14701336287507674, 793, 1)","('PrevDO <= 0.00', -0.12615797265576825, 793, 1)","('befFC6 <= 0.00', -0.11962813293598977, 793, 1)","('befC3 <= 0.00', 0.1161310130630239, 793, 1)","('befDOC6 <= 0.00', -0.11151777851764207, 793, 1)"
794,"('0.00 < parC4 <= 1.00', 0.3455423680982367, 794, 0)","('0.00 < parC3 <= 1.00', 0.32521532085673793, 794, 0)","('0.00 < parC2 <= 1.00', 0.3154862345101242, 794, 0)","('befC4 <= 0.00', 0.177494315951275, 794, 0)","('PrevFail > 0.00', -0.14539317993451892, 794, 0)","('befC2 <= 0.00', 0.13720436422866708, 794, 0)","('befDOC5 <= 0.00', -0.13118401222831158, 794, 0)","('befC3 <= 0.00', 0.12113205470324179, 794, 0)","('befFC6 <= 0.00', -0.11871594969748939, 794, 0)","('befFC5 <= 0.00', -0.11221061134552893, 794, 0)"
795,"('0.00 < parC4 <= 1.00', 0.3394042263876466, 795, 1)","('0.00 < parC3 <= 1.00', 0.3228419003032263, 795, 1)","('0.00 < parC2 <= 1.00', 0.29292468595242277, 795, 1)","('befC4 <= 0.00', 0.14680841149337834, 795, 1)","('PrevFail <= 0.00', 0.1409917859026766, 795, 1)","('befC2 <= 0.00', 0.12136644621448196, 795, 1)","('befDOC6 <= 0.00', -0.11303801322955692, 795, 1)","('PrevDO <= 0.00', -0.1119777107012203, 795, 1)","('befFC5 > 0.00', 0.10651458500763944, 795, 1)","('befC3 <= 0.00', 0.10648663291247847, 795, 1)"
796,"('0.00 < parC4 <= 1.00', 0.34085776167072757, 796, 1)","('0.00 < parC3 <= 1.00', 0.2966481105236159, 796, 1)","('0.00 < parC2 <= 1.00', 0.2926711282865432, 796, 1)","('befC2 <= 0.00', 0.14833244911953028, 796, 1)","('befC4 <= 0.00', 0.14444114927498672, 796, 1)","('befFC5 <= 0.00', -0.14172539282362492, 796, 1)","('PrevFail <= 0.00', 0.13838369108534967, 796, 1)","('befDOC5 <= 0.00', -0.1219718743635619, 796, 1)","('PrevDO <= 0.00', -0.11092466476605073, 796, 1)","('befDOC6 > 0.00', 0.10219521549221645, 796, 1)"
797,"('0.00 < parC4 <= 1.00', 0.337937333226905, 797, 0)","('parC2 <= 0.00', -0.3021682386411027, 797, 0)","('0.00 < parC3 <= 1.00', 0.29933027828021475, 797, 0)","('befC4 <= 0.00', 0.16014893781215295, 797, 0)","('befC2 <= 0.00', 0.14763178141867814, 797, 0)","('PrevDO <= 0.00', -0.13020044136075598, 797, 0)","('befFC6 <= 0.00', -0.11477794001327342, 797, 0)","('PrevFail <= 0.00', 0.11370684274516882, 797, 0)","('befC3 <= 0.00', 0.10411805491215823, 797, 0)","('befDOC6 <= 0.00', -0.1037668320431319, 797, 0)"
798,"('0.00 < parC4 <= 1.00', 0.3307107148509466, 798, 0)","('parC2 <= 0.00', -0.30596965321127495, 798, 0)","('0.00 < parC3 <= 1.00', 0.3002595033640603, 798, 0)","('befC4 <= 0.00', 0.18120452458119093, 798, 0)","('befC2 > 0.00', -0.15152984405032988, 798, 0)","('PrevFail <= 0.00', 0.14463690641053165, 798, 0)","('PrevDO <= 0.00', -0.12856625559624257, 798, 0)","('befDOC5 <= 0.00', -0.11760244609926956, 798, 0)","('befDOC6 <= 0.00', -0.11041303041734093, 798, 0)","('befC3 <= 0.00', 0.10898273310298222, 798, 0)"
799,"('0.00 < parC4 <= 1.00', 0.34192269201301195, 799, 0)","('parC3 <= 0.00', -0.3162686020979174, 799, 0)","('0.00 < parC2 <= 1.00', 0.27286967436262516, 799, 0)","('befC4 <= 0.00', 0.16521307279854464, 799, 0)","('befC2 <= 0.00', 0.1414719305687614, 799, 0)","('befFC5 <= 0.00', -0.13840008047657654, 799, 0)","('PrevFail > 0.00', -0.1351316218575546, 799, 0)","('befFC6 <= 0.00', -0.13252375509130512, 799, 0)","('PrevDO <= 0.00', -0.12618653332709823, 799, 0)","('befDOC6 <= 0.00', -0.11560278904760994, 799, 0)"
800,"('0.00 < parC4 <= 1.00', 0.3274001627247768, 800, 0)","('parC3 <= 0.00', -0.30652226131533844, 800, 0)","('parC2 <= 0.00', -0.288971295997033, 800, 0)","('befC2 <= 0.00', 0.15735889551492915, 800, 0)","('befC4 <= 0.00', 0.14802339246543783, 800, 0)","('PrevDO <= 0.00', -0.13366880093630487, 800, 0)","('PrevFail <= 0.00', 0.12436390638847718, 800, 0)","('befFC5 <= 0.00', -0.11697937589368605, 800, 0)","('befC3 <= 0.00', 0.11623317348388472, 800, 0)","('befFC6 <= 0.00', -0.11092322859801987, 800, 0)"
801,"('0.00 < parC4 <= 1.00', 0.3327709231691782, 801, 0)","('parC3 <= 0.00', -0.3152471346755193, 801, 0)","('0.00 < parC2 <= 1.00', 0.29596210278540525, 801, 0)","('befC4 <= 0.00', 0.1424576259089924, 801, 0)","('befFC6 <= 0.00', -0.13191072729033765, 801, 0)","('PrevDO <= 0.00', -0.12997317152725132, 801, 0)","('PrevFail <= 0.00', 0.12649333854441533, 801, 0)","('befC2 <= 0.00', 0.12408854317464003, 801, 0)","('befFC5 <= 0.00', -0.12338500426610224, 801, 0)","('befC3 > 0.00', -0.12066042179945884, 801, 0)"
802,"('0.00 < parC4 <= 1.00', 0.33378246301390846, 802, 0)","('parC2 <= 0.00', -0.3065840326055223, 802, 0)","('0.00 < parC3 <= 1.00', 0.2989100623325679, 802, 0)","('befC4 <= 0.00', 0.16349940011073244, 802, 0)","('befC2 <= 0.00', 0.13964675937860782, 802, 0)","('PrevDO <= 0.00', -0.12325528116710734, 802, 0)","('PrevFail > 0.00', -0.1138589988500519, 802, 0)","('befDOC5 <= 0.00', -0.11023694426212391, 802, 0)","('befDOC6 <= 0.00', -0.10924665489306018, 802, 0)","('befFC6 <= 0.00', -0.1082320489573584, 802, 0)"
803,"('0.00 < parC4 <= 1.00', 0.34027812087849807, 803, 0)","('0.00 < parC3 <= 1.00', 0.30695519922984743, 803, 0)","('parC2 <= 0.00', -0.3039357255788833, 803, 0)","('befC4 <= 0.00', 0.17478848143004797, 803, 0)","('befC2 <= 0.00', 0.13392091539037013, 803, 0)","('PrevFail <= 0.00', 0.12027363308924537, 803, 0)","('befFC5 <= 0.00', -0.11593712835554307, 803, 0)","('PrevDO > 0.00', 0.11347588854445294, 803, 0)","('befC3 <= 0.00', 0.1134061409122482, 803, 0)","('befDOC5 <= 0.00', -0.11081159263950771, 803, 0)"
804,"('0.00 < parC4 <= 1.00', 0.3349071669586357, 804, 0)","('0.00 < parC3 <= 1.00', 0.3160784490134789, 804, 0)","('parC2 <= 0.00', -0.31522803628966894, 804, 0)","('befC4 <= 0.00', 0.1715423116182567, 804, 0)","('befC2 <= 0.00', 0.14049524178032613, 804, 0)","('befDOC6 <= 0.00', -0.1251554528968872, 804, 0)","('PrevFail <= 0.00', 0.1189723076068059, 804, 0)","('PrevDO <= 0.00', -0.11729795631740075, 804, 0)","('befFC6 <= 0.00', -0.10801981116257421, 804, 0)","('befDOC5 <= 0.00', -0.10741812906025425, 804, 0)"
805,"('0.00 < parC4 <= 1.00', 0.3314939466015913, 805, 0)","('parC3 <= 0.00', -0.31149067706571926, 805, 0)","('0.00 < parC2 <= 1.00', 0.2957224430304978, 805, 0)","('befC2 <= 0.00', 0.16284695108572902, 805, 0)","('befC4 <= 0.00', 0.16258274504752104, 805, 0)","('PrevFail > 0.00', -0.14737929199934346, 805, 0)","('befFC5 <= 0.00', -0.12163232642341415, 805, 0)","('befC3 > 0.00', -0.11613805094591009, 805, 0)","('befFC6 <= 0.00', -0.11553779889423678, 805, 0)","('befDOC6 <= 0.00', -0.10954040954401986, 805, 0)"
806,"('0.00 < parC4 <= 1.00', 0.3488469775066763, 806, 0)","('0.00 < parC3 <= 1.00', 0.3187747770848439, 806, 0)","('parC2 <= 0.00', -0.31303443614895954, 806, 0)","('befC2 > 0.00', -0.1710246635066318, 806, 0)","('PrevDO <= 0.00', -0.14118434059455856, 806, 0)","('PrevFail <= 0.00', 0.1375332762584101, 806, 0)","('befC4 <= 0.00', 0.13362075248243477, 806, 0)","('befFC6 <= 0.00', -0.10615300084821258, 806, 0)","('befDOC5 > 0.00', 0.10272562263500633, 806, 0)","('befDOC6 <= 0.00', -0.09603731499175819, 806, 0)"
807,"('0.00 < parC4 <= 1.00', 0.34453919445671394, 807, 0)","('0.00 < parC3 <= 1.00', 0.31129853953452724, 807, 0)","('0.00 < parC2 <= 1.00', 0.29640585643929435, 807, 0)","('befC4 <= 0.00', 0.14354877288923215, 807, 0)","('PrevFail <= 0.00', 0.13886331443636885, 807, 0)","('befC2 <= 0.00', 0.13408942157413073, 807, 0)","('befFC5 <= 0.00', -0.12008823052837414, 807, 0)","('PrevDO <= 0.00', -0.10559128893553044, 807, 0)","('befDOC5 <= 0.00', -0.10473328553361144, 807, 0)","('befC3 <= 0.00', 0.10167051217584856, 807, 0)"
808,"('0.00 < parC4 <= 1.00', 0.34514946402001756, 808, 0)","('parC3 <= 0.00', -0.3238467216410137, 808, 0)","('0.00 < parC2 <= 1.00', 0.31229561672396555, 808, 0)","('befC2 <= 0.00', 0.15191632396420746, 808, 0)","('befC4 <= 0.00', 0.1495239302138185, 808, 0)","('befDOC5 <= 0.00', -0.12674647811197576, 808, 0)","('PrevFail <= 0.00', 0.12663194167195163, 808, 0)","('befFC5 > 0.00', 0.12319801703638292, 808, 0)","('befDOC6 <= 0.00', -0.10936727995369692, 808, 0)","('PrevDO <= 0.00', -0.10116825976993422, 808, 0)"
809,"('0.00 < parC4 <= 1.00', 0.34283271619627226, 809, 1)","('0.00 < parC3 <= 1.00', 0.32066680222382377, 809, 1)","('0.00 < parC2 <= 1.00', 0.3075631301178159, 809, 1)","('befC4 <= 0.00', 0.17790510146727387, 809, 1)","('PrevFail <= 0.00', 0.1296931632248185, 809, 1)","('befC2 <= 0.00', 0.12882711967252414, 809, 1)","('befFC5 <= 0.00', -0.12733005084327448, 809, 1)","('PrevDO <= 0.00', -0.11725123134498715, 809, 1)","('befDOC6 <= 0.00', -0.11386200427828237, 809, 1)","('befDOC5 <= 0.00', -0.10888772460772177, 809, 1)"
810,"('0.00 < parC4 <= 1.00', 0.32426842796945476, 810, 0)","('parC3 <= 0.00', -0.2984158937133921, 810, 0)","('parC2 <= 0.00', -0.2826925863656239, 810, 0)","('befC4 <= 0.00', 0.14762888639494248, 810, 0)","('befC2 > 0.00', -0.1390391039065119, 810, 0)","('PrevFail <= 0.00', 0.12596476618350644, 810, 0)","('PrevDO <= 0.00', -0.12142184686925485, 810, 0)","('befFC6 <= 0.00', -0.12088280332195916, 810, 0)","('befDOC6 <= 0.00', -0.1175779790962729, 810, 0)","('befC3 <= 0.00', 0.10911811462732535, 810, 0)"
811,"('parC4 <= 0.00', -0.3607958090911068, 811, 0)","('0.00 < parC2 <= 1.00', 0.3241202843053679, 811, 0)","('0.00 < parC3 <= 1.00', 0.3143787806465878, 811, 0)","('befC4 <= 0.00', 0.1572195054159283, 811, 0)","('befC2 <= 0.00', 0.14065561070584387, 811, 0)","('befFC6 > 0.00', 0.132223405638297, 811, 0)","('befDOC5 <= 0.00', -0.12498137163010012, 811, 0)","('PrevFail <= 0.00', 0.12159154057146586, 811, 0)","('PrevDO <= 0.00', -0.1158441548410132, 811, 0)","('befFC5 > 0.00', 0.11328518228039873, 811, 0)"
812,"('parC4 <= 0.00', -0.339596107959852, 812, 0)","('0.00 < parC3 <= 1.00', 0.30796470761112116, 812, 0)","('0.00 < parC2 <= 1.00', 0.29226649643392955, 812, 0)","('befC2 <= 0.00', 0.1437783897037575, 812, 0)","('PrevDO <= 0.00', -0.13964239628146535, 812, 0)","('befC4 <= 0.00', 0.13855108340272257, 812, 0)","('befFC5 <= 0.00', -0.1338970110743193, 812, 0)","('befDOC5 <= 0.00', -0.12697661753281925, 812, 0)","('PrevFail <= 0.00', 0.12419245463330579, 812, 0)","('befC3 <= 0.00', 0.11595272250105566, 812, 0)"
813,"('0.00 < parC4 <= 1.00', 0.34576145946308606, 813, 1)","('0.00 < parC3 <= 1.00', 0.33409447254291763, 813, 1)","('0.00 < parC2 <= 1.00', 0.31392810957527695, 813, 1)","('befC4 <= 0.00', 0.1706599526858304, 813, 1)","('befC2 <= 0.00', 0.14415882740453023, 813, 1)","('PrevFail <= 0.00', 0.14275002850346286, 813, 1)","('befFC5 <= 0.00', -0.11854647846042535, 813, 1)","('befC3 <= 0.00', 0.11847450098806653, 813, 1)","('befDOC5 <= 0.00', -0.1112969415458228, 813, 1)","('befDOC6 <= 0.00', -0.10532069274122635, 813, 1)"
814,"('0.00 < parC4 <= 1.00', 0.3532468066040602, 814, 1)","('0.00 < parC3 <= 1.00', 0.32035405907840836, 814, 1)","('0.00 < parC2 <= 1.00', 0.30656792441975117, 814, 1)","('befC4 <= 0.00', 0.1722897873227067, 814, 1)","('befDOC5 <= 0.00', -0.13618045560014025, 814, 1)","('befC2 <= 0.00', 0.13466820348822295, 814, 1)","('befFC6 <= 0.00', -0.11899019426726355, 814, 1)","('PrevFail <= 0.00', 0.11701133660055092, 814, 1)","('befDOC6 <= 0.00', -0.11563216417143586, 814, 1)","('PrevDO <= 0.00', -0.11421168771325463, 814, 1)"
815,"('parC4 <= 0.00', -0.35208703733666563, 815, 0)","('0.00 < parC3 <= 1.00', 0.3222623877648103, 815, 0)","('0.00 < parC2 <= 1.00', 0.29137424269823675, 815, 0)","('befC4 <= 0.00', 0.15810115843232272, 815, 0)","('befC2 <= 0.00', 0.1257962841353085, 815, 0)","('PrevFail <= 0.00', 0.1230826665141536, 815, 0)","('befFC6 <= 0.00', -0.11352209947500402, 815, 0)","('befC3 <= 0.00', 0.11290233484878609, 815, 0)","('befFC5 <= 0.00', -0.11165450966471158, 815, 0)","('PrevDO <= 0.00', -0.10444675553113225, 815, 0)"
